id,restaurant_id,category_id,item_name,description,price,cost_price,profit,prep_time,calories,is_veg,is_available,status,created_at,updated_at
25,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,17.41,13.64,3.77,7,237,False,True,Active,2026-06-18 12:17:05.014861,2026-06-18 12:17:05.014861
26,1,8,Veg Burger,Freshly prepared Veg Burger,17.78,11.28,6.5,9,281,False,True,Active,2026-06-18 12:17:05.015916,2026-06-18 12:17:05.015916
27,1,1,Garlic Bread,Freshly prepared Garlic Bread,8.65,6.93,1.72,18,366,True,True,Active,2026-06-18 12:17:05.015916,2026-06-18 12:17:05.015916
28,1,5,Veg Fried Rice,Freshly prepared Veg Fried Rice,13.99,10.37,3.62,16,598,False,True,Active,2026-06-18 12:17:05.015916,2026-06-18 12:17:05.015916
29,1,8,Chicken Burger,Freshly prepared Chicken Burger,12.48,6.35,6.13,5,752,True,True,Active,2026-06-18 12:17:05.015916,2026-06-18 12:17:05.015916
30,1,4,Butter Chicken,Freshly prepared Butter Chicken,16.07,13.3,2.77,6,384,True,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
31,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,23.6,10.89,12.71,12,435,False,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
32,1,4,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,19.39,15.52,3.87,23,740,False,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
33,1,4,Butter Chicken,Freshly prepared Butter Chicken,23.85,20.18,3.67,11,246,True,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
34,1,10,Coffee,Freshly prepared Coffee,7.54,3.28,4.26,28,205,True,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
35,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,19.03,12.72,6.31,8,404,True,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
36,1,4,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,19.36,9.45,9.91,10,435,False,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
37,1,4,Butter Chicken,Freshly prepared Butter Chicken,24.74,10.11,14.63,30,713,True,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
38,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,21.52,15.69,5.83,5,245,True,True,Active,2026-06-18 12:17:05.017966,2026-06-18 12:17:05.017966
39,1,1,Garlic Bread,Freshly prepared Garlic Bread,10.06,5.4,4.66,17,210,True,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
40,1,9,Ice Cream,Freshly prepared Ice Cream,5.02,2.79,2.23,30,615,False,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
41,1,10,Coffee,Freshly prepared Coffee,10.97,7.55,3.42,30,719,False,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
42,1,1,French Fries,Freshly prepared French Fries,6.9,2.85,4.05,6,743,True,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
43,1,6,Hakka Noodles,Freshly prepared Hakka Noodles,11.57,8.25,3.32,21,693,True,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
44,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,24.61,11.09,13.52,10,220,True,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
45,1,4,Butter Chicken,Freshly prepared Butter Chicken,20.04,18.45,1.59,23,402,True,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
46,1,8,Veg Burger,Freshly prepared Veg Burger,12.19,8.61,3.58,21,473,False,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
47,1,4,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,20.7,11.68,9.02,13,555,True,True,Active,2026-06-18 12:17:05.019972,2026-06-18 12:17:05.019972
48,1,5,Veg Fried Rice,Freshly prepared Veg Fried Rice,14.57,12.96,1.61,7,159,False,True,Active,2026-06-18 12:17:05.021977,2026-06-18 12:17:05.021977
49,1,8,Chicken Burger,Freshly prepared Chicken Burger,10.73,6.8,3.93,13,285,False,True,Active,2026-06-18 12:17:05.021977,2026-06-18 12:17:05.021977
50,1,8,Veg Burger,Freshly prepared Veg Burger,16.79,8.99,7.8,10,598,False,True,Active,2026-06-18 12:17:05.021977,2026-06-18 12:17:05.021977
51,1,7,Margherita Pizza,Freshly prepared Margherita Pizza,18.68,13.37,5.31,26,256,True,True,Active,2026-06-18 12:17:05.021977,2026-06-18 12:17:05.021977
52,1,5,Chicken Biryani,Freshly prepared Chicken Biryani,16.15,8.77,7.38,22,309,False,True,Active,2026-06-18 12:17:05.022919,2026-06-18 12:17:05.022919
53,1,5,Veg Fried Rice,Freshly prepared Veg Fried Rice,16.05,12.21,3.84,11,853,False,True,Active,2026-06-18 12:17:05.022919,2026-06-18 12:17:05.022919
54,1,10,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,7.51,6.1,1.41,6,244,False,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
55,1,5,Chicken Biryani,Freshly prepared Chicken Biryani,15.44,10.15,5.29,9,802,False,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
56,1,1,Garlic Bread,Freshly prepared Garlic Bread,13.41,7.74,5.67,18,724,True,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
57,1,8,Chicken Burger,Freshly prepared Chicken Burger,10.75,9.31,1.44,9,708,True,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
58,1,9,Chocolate Brownie,Freshly prepared Chocolate Brownie,12.83,4.31,8.52,9,192,False,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
59,1,9,Chocolate Brownie,Freshly prepared Chocolate Brownie,15.99,12.55,3.44,6,516,True,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
60,1,4,Butter Chicken,Freshly prepared Butter Chicken,22.67,13.48,9.19,22,566,True,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
61,1,4,Butter Chicken,Freshly prepared Butter Chicken,24.65,23.3,1.35,30,331,False,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
62,1,7,Margherita Pizza,Freshly prepared Margherita Pizza,13.79,12.43,1.36,30,571,True,True,Active,2026-06-18 12:17:05.023746,2026-06-18 12:17:05.023746
63,1,5,Chicken Biryani,Freshly prepared Chicken Biryani,16.59,13.32,3.27,17,189,False,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
64,1,4,Butter Chicken,Freshly prepared Butter Chicken,18.0,16.35,1.65,16,462,True,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
65,1,4,Butter Chicken,Freshly prepared Butter Chicken,16.24,10.21,6.03,15,435,True,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
66,1,5,Chicken Biryani,Freshly prepared Chicken Biryani,18.51,12.84,5.67,26,699,False,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
67,1,7,Margherita Pizza,Freshly prepared Margherita Pizza,13.15,12.03,1.12,10,744,False,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
68,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,16.08,12.21,3.87,28,471,False,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
69,1,8,Chicken Burger,Freshly prepared Chicken Burger,13.85,9.95,3.9,13,195,False,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
70,1,7,Margherita Pizza,Freshly prepared Margherita Pizza,17.2,14.61,2.59,26,886,True,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
71,1,9,Chocolate Brownie,Freshly prepared Chocolate Brownie,11.31,9.94,1.37,15,788,False,True,Active,2026-06-18 12:17:05.026414,2026-06-18 12:17:05.026414
72,1,8,Chicken Burger,Freshly prepared Chicken Burger,17.2,9.06,8.14,14,832,False,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
73,1,6,Hakka Noodles,Freshly prepared Hakka Noodles,15.02,7.67,7.35,9,346,False,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
74,1,9,Ice Cream,Freshly prepared Ice Cream,11.77,9.92,1.85,24,732,False,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
75,1,9,Ice Cream,Freshly prepared Ice Cream,10.48,2.0,8.48,14,365,False,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
76,1,6,Hakka Noodles,Freshly prepared Hakka Noodles,15.65,9.27,6.38,11,673,False,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
77,1,1,Garlic Bread,Freshly prepared Garlic Bread,12.59,4.72,7.87,26,798,False,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
78,1,8,Veg Burger,Freshly prepared Veg Burger,16.18,12.65,3.53,26,467,True,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
79,1,4,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,15.47,8.3,7.17,20,775,True,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
80,1,10,Tea,Freshly prepared Tea,7.14,4.24,2.9,11,885,False,True,Active,2026-06-18 12:17:05.028419,2026-06-18 12:17:05.028419
81,1,10,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,9.0,2.89,6.11,27,155,True,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
82,1,10,Coffee,Freshly prepared Coffee,6.19,4.37,1.82,27,680,False,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
83,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,20.57,18.78,1.79,8,617,True,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
84,1,10,Tea,Freshly prepared Tea,9.68,8.59,1.09,24,474,False,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
85,1,10,Coffee,Freshly prepared Coffee,12.31,6.65,5.66,10,636,False,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
86,1,5,Chicken Biryani,Freshly prepared Chicken Biryani,22.52,19.35,3.17,13,683,False,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
87,1,4,Butter Chicken,Freshly prepared Butter Chicken,18.75,9.68,9.07,14,390,False,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
88,1,6,Hakka Noodles,Freshly prepared Hakka Noodles,14.2,9.43,4.77,9,304,True,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
89,1,9,Ice Cream,Freshly prepared Ice Cream,11.94,8.32,3.62,7,574,False,True,Active,2026-06-18 12:17:05.030424,2026-06-18 12:17:05.030424
90,1,6,Hakka Noodles,Freshly prepared Hakka Noodles,16.43,9.34,7.09,11,580,False,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
91,1,7,Margherita Pizza,Freshly prepared Margherita Pizza,20.57,16.86,3.71,17,638,True,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
92,1,9,Chocolate Brownie,Freshly prepared Chocolate Brownie,9.99,5.34,4.65,18,701,True,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
93,1,10,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,7.19,3.83,3.36,5,548,False,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
94,1,9,Ice Cream,Freshly prepared Ice Cream,12.24,9.77,2.47,9,787,True,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
95,1,9,Ice Cream,Freshly prepared Ice Cream,10.92,7.25,3.67,7,808,False,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
96,1,1,French Fries,Freshly prepared French Fries,13.67,3.94,9.73,13,538,False,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
97,1,4,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,18.55,11.22,7.33,17,434,False,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
98,1,5,Chicken Biryani,Freshly prepared Chicken Biryani,23.35,14.75,8.6,28,702,True,True,Active,2026-06-18 12:17:05.032429,2026-06-18 12:17:05.032429
99,1,9,Chocolate Brownie,Freshly prepared Chocolate Brownie,9.24,3.36,5.88,25,191,True,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
100,1,4,Butter Chicken,Freshly prepared Butter Chicken,17.99,9.16,8.83,9,394,True,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
101,1,10,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,11.69,6.9,4.79,11,626,False,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
102,1,9,Chocolate Brownie,Freshly prepared Chocolate Brownie,8.68,5.84,2.84,28,885,True,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
103,1,1,Garlic Bread,Freshly prepared Garlic Bread,15.65,3.37,12.28,5,469,False,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
104,1,9,Ice Cream,Freshly prepared Ice Cream,14.41,4.26,10.15,23,857,True,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
105,1,8,Chicken Burger,Freshly prepared Chicken Burger,16.97,9.01,7.96,26,764,True,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
106,1,7,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,18.47,13.2,5.27,16,220,False,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
107,1,7,Margherita Pizza,Freshly prepared Margherita Pizza,20.5,17.46,3.04,8,593,False,True,Active,2026-06-18 12:17:05.034434,2026-06-18 12:17:05.034434
108,1,10,Tea,Freshly prepared Tea,10.07,4.51,5.56,28,684,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
109,1,10,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,9.65,7.49,2.16,23,424,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
110,1,4,Butter Chicken,Freshly prepared Butter Chicken,24.31,10.24,14.07,19,399,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
111,1,9,Ice Cream,Freshly prepared Ice Cream,8.36,4.65,3.71,15,336,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
112,1,4,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,17.55,10.21,7.34,13,760,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
113,1,7,Margherita Pizza,Freshly prepared Margherita Pizza,17.17,9.56,7.61,12,887,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
114,1,10,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,10.55,3.81,6.74,20,811,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
115,1,10,Tea,Freshly prepared Tea,10.93,1.83,9.1,12,564,True,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
116,1,5,Veg Fried Rice,Freshly prepared Veg Fried Rice,16.64,8.93,7.71,22,693,False,True,Active,2026-06-18 12:17:05.036440,2026-06-18 12:17:05.036440
117,1,10,Coffee,Freshly prepared Coffee,13.97,7.59,6.38,16,869,False,True,Active,2026-06-18 12:17:05.038446,2026-06-18 12:17:05.038446
118,1,5,Chicken Biryani,Freshly prepared Chicken Biryani,18.07,10.09,7.98,28,347,False,True,Active,2026-06-18 12:17:05.038446,2026-06-18 12:17:05.038446
119,1,8,Chicken Burger,Freshly prepared Chicken Burger,17.43,15.92,1.51,27,339,True,True,Active,2026-06-18 12:17:05.038446,2026-06-18 12:17:05.038446
120,1,4,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,21.39,11.43,9.96,23,687,False,True,Active,2026-06-18 12:17:05.038446,2026-06-18 12:17:05.038446
121,2,16,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,16.96,10.87,6.09,14,164,True,True,Active,2026-06-18 12:17:05.038446,2026-06-18 12:17:05.038446
122,2,17,Chicken Biryani,Freshly prepared Chicken Biryani,15.46,8.35,7.11,14,864,True,True,Active,2026-06-18 12:17:05.038446,2026-06-18 12:17:05.038446
123,2,22,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,6.03,2.04,3.99,14,630,False,True,Active,2026-06-18 12:17:05.038446,2026-06-18 12:17:05.038446
124,2,22,Tea,Freshly prepared Tea,6.41,5.26,1.15,13,639,True,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
125,2,20,Veg Burger,Freshly prepared Veg Burger,12.01,5.45,6.56,25,852,True,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
126,2,13,French Fries,Freshly prepared French Fries,6.49,3.96,2.53,14,237,True,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
127,2,20,Chicken Burger,Freshly prepared Chicken Burger,15.58,9.57,6.01,24,783,True,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
128,2,21,Ice Cream,Freshly prepared Ice Cream,9.51,4.88,4.63,23,589,False,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
129,2,19,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,21.1,17.47,3.63,29,362,True,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
130,2,17,Chicken Biryani,Freshly prepared Chicken Biryani,21.6,9.98,11.62,10,715,True,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
131,2,13,Garlic Bread,Freshly prepared Garlic Bread,6.03,3.37,2.66,24,631,False,True,Active,2026-06-18 12:17:05.040453,2026-06-18 12:17:05.040453
132,2,19,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,17.31,14.46,2.85,27,614,True,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
133,2,16,Butter Chicken,Freshly prepared Butter Chicken,25.24,21.01,4.23,25,753,True,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
134,2,22,Coffee,Freshly prepared Coffee,5.15,1.71,3.44,9,422,True,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
135,2,20,Veg Burger,Freshly prepared Veg Burger,8.6,7.06,1.54,24,732,False,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
136,2,22,Tea,Freshly prepared Tea,4.24,2.54,1.7,27,562,False,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
137,2,22,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,9.38,5.82,3.56,18,480,False,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
138,2,19,Margherita Pizza,Freshly prepared Margherita Pizza,12.91,11.76,1.15,23,751,True,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
139,2,17,Chicken Biryani,Freshly prepared Chicken Biryani,20.76,16.97,3.79,10,631,False,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
140,2,17,Chicken Biryani,Freshly prepared Chicken Biryani,16.81,12.57,4.24,25,653,True,True,Active,2026-06-18 12:17:05.042460,2026-06-18 12:17:05.042460
141,2,22,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,8.48,3.83,4.65,26,257,True,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
142,2,18,Hakka Noodles,Freshly prepared Hakka Noodles,15.12,9.52,5.6,26,560,True,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
143,2,22,Tea,Freshly prepared Tea,3.88,1.47,2.41,8,563,True,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
144,2,22,Tea,Freshly prepared Tea,7.13,1.96,5.17,16,787,False,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
145,2,22,Tea,Freshly prepared Tea,10.6,2.75,7.85,22,284,False,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
146,2,22,Tea,Freshly prepared Tea,11.81,5.76,6.05,5,795,True,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
147,2,13,Garlic Bread,Freshly prepared Garlic Bread,9.11,2.08,7.03,18,245,True,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
148,2,20,Chicken Burger,Freshly prepared Chicken Burger,14.61,6.89,7.72,9,660,False,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
149,2,17,Chicken Biryani,Freshly prepared Chicken Biryani,19.15,12.9,6.25,20,399,False,True,Active,2026-06-18 12:17:05.044466,2026-06-18 12:17:05.044466
150,2,13,French Fries,Freshly prepared French Fries,8.84,7.38,1.46,21,289,True,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
151,2,17,Chicken Biryani,Freshly prepared Chicken Biryani,22.73,19.73,3.0,15,669,False,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
152,2,19,Margherita Pizza,Freshly prepared Margherita Pizza,14.83,9.74,5.09,23,743,False,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
153,2,13,French Fries,Freshly prepared French Fries,9.47,5.13,4.34,15,715,False,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
154,2,22,Tea,Freshly prepared Tea,12.33,9.98,2.35,27,394,False,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
155,2,16,Butter Chicken,Freshly prepared Butter Chicken,24.56,14.98,9.58,15,634,False,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
156,2,21,Ice Cream,Freshly prepared Ice Cream,14.88,11.41,3.47,25,305,False,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
157,2,19,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,16.26,15.08,1.18,15,252,False,True,Active,2026-06-18 12:17:05.046473,2026-06-18 12:17:05.046473
158,2,20,Chicken Burger,Freshly prepared Chicken Burger,15.26,9.77,5.49,28,297,False,True,Active,2026-06-18 12:17:05.048479,2026-06-18 12:17:05.048479
159,2,13,French Fries,Freshly prepared French Fries,5.75,4.15,1.6,13,496,False,True,Active,2026-06-18 12:17:05.048479,2026-06-18 12:17:05.048479
160,2,20,Veg Burger,Freshly prepared Veg Burger,16.52,13.97,2.55,22,539,False,True,Active,2026-06-18 12:17:05.048479,2026-06-18 12:17:05.048479
161,2,22,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,13.72,2.38,11.34,7,390,False,True,Active,2026-06-18 12:17:05.048479,2026-06-18 12:17:05.048479
162,2,16,Butter Chicken,Freshly prepared Butter Chicken,23.47,14.85,8.62,8,798,True,True,Active,2026-06-18 12:17:05.048479,2026-06-18 12:17:05.048479
163,2,22,Tea,Freshly prepared Tea,4.66,1.8,2.86,5,197,False,True,Active,2026-06-18 12:17:05.048479,2026-06-18 12:17:05.048479
164,2,19,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,17.93,12.6,5.33,9,400,False,True,Active,2026-06-18 12:17:05.048479,2026-06-18 12:17:05.048479
