id,restaurant_id,supplier_id,item_name,category,unit,quantity,minimum_stock,maximum_stock,unit_cost,inventory_value,status,created_at,updated_at
26,1,2,Potatoes,Vegetables,kg,141,22,169,132.75,18717.75,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
27,1,3,Soft Drinks,Beverages,case,80,37,89,180.46,14436.8,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
28,1,8,Soft Drinks,Beverages,case,132,34,152,160.6,21199.2,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
29,1,8,Chicken Breast,Meat,kg,59,19,180,113.98,6724.82,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
30,1,1,Sugar,Groceries,kg,90,26,121,228.24,20541.6,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
31,1,6,Salt,Groceries,kg,191,36,215,50.53,9651.23,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
32,1,5,Cheese,Dairy,kg,103,34,125,238.42,24557.26,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
33,1,5,Tea Leaves,Beverages,kg,77,39,89,81.71,6291.67,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
34,1,1,Tomatoes,Vegetables,kg,91,13,155,60.62,5516.42,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
35,1,5,Flour,Grains,kg,58,38,233,22.33,1295.14,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
36,1,7,Coffee Beans,Beverages,kg,52,36,103,32.97,1714.44,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
37,1,3,Coffee Beans,Beverages,kg,82,40,230,67.0,5494.0,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
38,1,7,Cleaning Liquid,Cleaning,litre,92,23,127,189.06,17393.52,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
39,1,2,Rice,Grains,kg,134,32,161,248.79,33337.86,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
40,1,4,Cheese,Dairy,kg,139,24,206,31.13,4327.07,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
41,1,7,Flour,Grains,kg,17,12,148,147.49,2507.33,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
42,1,4,Flour,Grains,kg,28,28,134,18.68,523.04,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
43,1,8,Onions,Vegetables,kg,21,17,84,215.05,4516.05,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
44,1,1,Potatoes,Vegetables,kg,61,26,136,167.58,10222.38,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
45,1,3,Rice,Grains,kg,100,27,110,144.48,14448.0,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
46,1,4,Flour,Grains,kg,139,35,206,48.41,6728.99,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
47,1,4,Chicken Breast,Meat,kg,121,31,191,106.47,12882.87,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
48,1,4,Eggs,Dairy,dozen,49,37,100,16.09,788.41,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
49,1,4,Milk,Dairy,litre,66,35,112,48.71,3214.86,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
50,1,1,Soft Drinks,Beverages,case,78,24,109,46.69,3641.82,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
51,1,7,Eggs,Dairy,dozen,73,17,86,202.2,14760.6,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
52,1,2,Soft Drinks,Beverages,case,54,13,75,249.82,13490.28,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
53,1,5,Tomatoes,Vegetables,kg,33,12,122,102.2,3372.6,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
54,1,6,Coffee Beans,Beverages,kg,31,16,168,41.99,1301.69,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
55,1,2,Tomatoes,Vegetables,kg,122,22,139,196.5,23973.0,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
56,1,2,Salt,Groceries,kg,192,23,215,179.88,34536.96,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
57,1,5,Mutton,Meat,kg,43,16,141,242.21,10415.03,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
58,1,3,Mineral Water,Beverages,case,48,33,221,187.25,8988.0,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
59,1,5,Onions,Vegetables,kg,133,11,210,126.21,16785.93,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
60,1,8,Tea Leaves,Beverages,kg,25,15,79,212.98,5324.5,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
61,1,8,Potatoes,Vegetables,kg,59,29,96,101.54,5990.86,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
62,1,2,Mineral Water,Beverages,case,169,17,215,10.9,1842.1,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
63,1,7,Potatoes,Vegetables,kg,167,23,222,131.17,21905.39,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
64,1,8,Sugar,Groceries,kg,77,16,146,67.14,5169.78,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
65,1,7,Mutton,Meat,kg,89,31,157,79.73,7095.97,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
66,1,2,Potatoes,Vegetables,kg,169,10,177,249.62,42185.78,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
67,1,8,Chicken Breast,Meat,kg,66,12,199,126.97,8380.02,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
68,1,3,Mutton,Meat,kg,56,39,178,219.94,12316.64,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
69,1,3,Cheese,Dairy,kg,75,19,109,208.6,15645.0,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
70,1,8,Salt,Groceries,kg,31,29,214,167.3,5186.3,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
71,1,3,Soft Drinks,Beverages,case,36,19,95,66.85,2406.6,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
72,1,6,Chicken Breast,Meat,kg,72,33,224,68.81,4954.32,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
73,1,3,Cleaning Liquid,Cleaning,litre,68,16,153,172.19,11708.92,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
74,1,5,Sugar,Groceries,kg,90,26,201,226.43,20378.7,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
75,1,4,Onions,Vegetables,kg,82,12,170,11.98,982.36,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
76,1,3,Milk,Dairy,litre,115,34,117,244.97,28171.55,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
77,1,5,Fish,Seafood,kg,174,33,196,176.71,30747.54,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
78,1,8,Soft Drinks,Beverages,case,19,10,88,236.32,4490.08,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
79,1,3,Mutton,Meat,kg,80,27,86,92.93,7434.4,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
80,1,8,Soft Drinks,Beverages,case,46,14,174,11.42,525.32,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
81,1,7,Cheese,Dairy,kg,95,38,98,90.09,8558.55,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
82,1,6,Flour,Grains,kg,76,31,107,195.25,14839.0,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
83,1,8,Cooking Oil,Groceries,litre,59,29,118,216.29,12761.11,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
84,1,2,Fish,Seafood,kg,44,38,193,45.66,2009.04,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
85,1,7,Milk,Dairy,litre,98,35,190,67.43,6608.14,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
86,1,5,Chicken Breast,Meat,kg,76,22,81,118.2,8983.2,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
87,1,8,Rice,Grains,kg,125,36,203,76.99,9623.75,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
88,1,1,Flour,Grains,kg,59,17,73,49.09,2896.31,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
89,1,6,Milk,Dairy,litre,53,18,85,88.44,4687.32,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
90,1,2,Tea Leaves,Beverages,kg,106,22,209,234.87,24896.22,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
91,1,7,Chicken Breast,Meat,kg,60,38,154,145.57,8734.2,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
92,1,2,Sugar,Groceries,kg,87,11,88,109.21,9501.27,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
93,1,1,Milk,Dairy,litre,52,23,203,96.91,5039.32,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
94,1,5,Mineral Water,Beverages,case,21,16,131,177.49,3727.29,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
95,1,4,Tomatoes,Vegetables,kg,201,26,213,180.14,36208.14,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
96,1,5,Rice,Grains,kg,38,21,181,237.27,9016.26,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
97,1,8,Milk,Dairy,litre,60,29,159,180.22,10813.2,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
98,1,6,Salt,Groceries,kg,130,26,155,82.22,10688.6,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
99,1,5,Salt,Groceries,kg,51,27,109,105.69,5390.19,Active,2026-06-18 12:15:22.674715,2026-06-18 12:15:22.674715
100,1,4,Butter,Dairy,kg,109,31,125,142.71,15555.39,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
101,1,3,Butter,Dairy,kg,46,27,77,72.44,3332.24,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
102,1,1,Cooking Oil,Groceries,litre,190,35,233,164.02,31163.8,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
103,1,3,Eggs,Dairy,dozen,78,24,187,128.28,10005.84,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
104,1,6,Fish,Seafood,kg,67,31,102,129.35,8666.45,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
105,1,3,Cleaning Liquid,Cleaning,litre,50,20,93,168.53,8426.5,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
106,1,4,Flour,Grains,kg,53,35,135,7.08,375.24,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
107,1,2,Flour,Grains,kg,83,25,93,104.2,8648.6,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
108,1,5,Mineral Water,Beverages,case,142,16,164,100.51,14272.42,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
109,1,3,Mutton,Meat,kg,78,30,81,215.25,16789.5,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
110,1,7,Chicken Breast,Meat,kg,90,34,192,44.8,4032.0,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
111,1,6,Tea Leaves,Beverages,kg,59,24,86,63.05,3719.95,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
112,1,6,Chicken Breast,Meat,kg,83,24,108,167.23,13880.09,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
113,1,6,Soft Drinks,Beverages,case,142,29,160,153.55,21804.1,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
114,1,8,Tea Leaves,Beverages,kg,137,23,213,224.4,30742.8,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
115,1,8,Coffee Beans,Beverages,kg,120,24,140,62.56,7507.2,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
116,1,7,Sugar,Groceries,kg,158,34,217,157.06,24815.48,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
117,1,5,Sugar,Groceries,kg,60,24,93,59.39,3563.4,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
118,1,2,Milk,Dairy,litre,40,20,208,35.46,1418.4,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
119,1,8,Flour,Grains,kg,49,22,111,16.99,832.51,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
120,1,1,Cooking Oil,Groceries,litre,139,20,208,104.53,14529.67,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
121,1,8,Rice,Grains,kg,135,36,193,226.3,30550.5,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
122,1,6,Mineral Water,Beverages,case,94,40,95,220.28,20706.32,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
123,1,4,Mineral Water,Beverages,case,23,22,194,235.74,5422.02,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
124,1,2,Salt,Groceries,kg,141,34,183,135.02,19037.82,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
125,1,6,Soft Drinks,Beverages,case,97,35,141,55.64,5397.08,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
126,1,1,Cooking Oil,Groceries,litre,49,25,82,84.7,4150.3,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
127,1,7,Butter,Dairy,kg,92,33,125,229.97,21157.24,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
128,1,7,Cleaning Liquid,Cleaning,litre,52,27,83,148.38,7715.76,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
129,1,5,Tomatoes,Vegetables,kg,46,12,171,216.85,9975.1,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
130,1,7,Fish,Seafood,kg,59,11,127,82.51,4868.09,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
131,1,1,Eggs,Dairy,dozen,117,20,156,70.29,8223.93,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
132,1,1,Cooking Oil,Groceries,litre,78,18,88,5.83,454.74,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
133,1,1,Soft Drinks,Beverages,case,68,11,150,162.89,11076.52,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
134,1,5,Onions,Vegetables,kg,49,34,91,50.64,2481.36,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
135,1,5,Tomatoes,Vegetables,kg,59,29,118,32.43,1913.37,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
136,1,1,Chicken Breast,Meat,kg,87,28,133,175.17,15239.79,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
137,1,7,Cheese,Dairy,kg,35,15,94,241.22,8442.7,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
138,1,5,Chicken Breast,Meat,kg,47,28,84,144.37,6785.39,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
139,1,4,Butter,Dairy,kg,31,22,122,148.43,4601.33,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
140,1,3,Flour,Grains,kg,43,13,140,199.26,8568.18,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
141,1,5,Mineral Water,Beverages,case,57,35,95,133.65,7618.05,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
142,1,8,Cheese,Dairy,kg,177,12,191,85.97,15216.69,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
143,1,2,Cooking Oil,Groceries,litre,63,36,211,108.95,6863.85,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
144,1,8,Cheese,Dairy,kg,69,30,197,109.44,7551.36,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
145,1,3,Tea Leaves,Beverages,kg,118,40,159,202.24,23864.32,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
146,1,8,Soft Drinks,Beverages,case,153,34,207,109.46,16747.38,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
147,1,6,Mineral Water,Beverages,case,80,18,150,207.85,16628.0,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
148,1,3,Potatoes,Vegetables,kg,80,18,183,187.87,15029.6,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
149,1,6,Mineral Water,Beverages,case,115,29,176,8.15,937.25,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
150,1,5,Milk,Dairy,litre,69,15,189,89.35,6165.15,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
151,2,17,Sugar,Groceries,kg,132,20,141,149.44,19726.08,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
152,2,21,Sugar,Groceries,kg,60,27,79,237.07,14224.2,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
153,2,16,Potatoes,Vegetables,kg,142,17,171,139.24,19772.08,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
154,2,9,Flour,Grains,kg,197,32,203,178.25,35115.25,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
155,2,22,Eggs,Dairy,dozen,40,35,89,74.26,2970.4,Active,2026-06-18 12:15:22.690473,2026-06-18 12:15:22.690473
156,2,9,Butter,Dairy,kg,71,32,144,166.33,11809.43,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
157,2,14,Cheese,Dairy,kg,160,25,216,86.6,13856.0,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
158,2,9,Soft Drinks,Beverages,case,136,20,160,68.46,9310.56,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
159,2,17,Sugar,Groceries,kg,41,17,97,79.57,3262.37,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
160,2,20,Soft Drinks,Beverages,case,64,40,137,54.88,3512.32,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
161,2,14,Coffee Beans,Beverages,kg,212,18,218,131.63,27905.56,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
162,2,21,Salt,Groceries,kg,50,13,112,57.64,2882.0,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
163,2,11,Fish,Seafood,kg,64,19,72,134.0,8576.0,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
164,2,20,Sugar,Groceries,kg,48,11,74,174.66,8383.68,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
165,2,16,Mutton,Meat,kg,56,30,205,218.31,12225.36,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
166,2,11,Mineral Water,Beverages,case,141,19,189,110.68,15605.88,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
167,2,12,Fish,Seafood,kg,72,40,103,235.32,16943.04,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
168,2,17,Coffee Beans,Beverages,kg,64,13,79,123.44,7900.16,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
169,2,19,Mineral Water,Beverages,case,49,30,93,38.15,1869.35,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
170,2,13,Mineral Water,Beverages,case,61,40,167,248.49,15157.89,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
171,2,22,Chicken Breast,Meat,kg,182,27,183,149.44,27198.08,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
172,2,20,Cleaning Liquid,Cleaning,litre,114,17,200,113.18,12902.52,Active,2026-06-18 12:15:22.703363,2026-06-18 12:15:22.703363
173,2,20,Eggs,Dairy,dozen,128,19,219,77.04,9861.12,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
174,2,22,Cleaning Liquid,Cleaning,litre,37,11,86,156.75,5799.75,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
175,2,15,Sugar,Groceries,kg,51,31,101,60.73,3097.23,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
176,2,10,Soft Drinks,Beverages,case,12,12,102,102.72,1232.64,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
177,2,22,Cleaning Liquid,Cleaning,litre,29,25,149,58.64,1700.56,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
178,2,20,Salt,Groceries,kg,50,32,198,172.16,8608.0,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
179,2,10,Sugar,Groceries,kg,204,35,235,201.17,41038.68,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
180,2,9,Rice,Grains,kg,92,23,102,56.98,5242.16,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
181,2,9,Mutton,Meat,kg,144,39,157,36.42,5244.48,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
182,2,21,Onions,Vegetables,kg,88,15,143,110.35,9710.8,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
183,2,20,Eggs,Dairy,dozen,135,32,159,235.73,31823.55,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
184,2,17,Tea Leaves,Beverages,kg,139,27,203,21.03,2923.17,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
185,2,22,Onions,Vegetables,kg,120,38,198,151.32,18158.4,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
186,2,19,Tomatoes,Vegetables,kg,98,12,120,209.15,20496.7,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
187,2,20,Mineral Water,Beverages,case,76,28,83,168.4,12798.4,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
188,2,12,Sugar,Groceries,kg,76,28,88,189.31,14387.56,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
189,2,19,Coffee Beans,Beverages,kg,97,26,189,46.19,4480.43,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
190,2,20,Mineral Water,Beverages,case,46,23,198,118.03,5429.38,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
191,2,14,Cooking Oil,Groceries,litre,46,20,152,214.58,9870.68,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
192,2,21,Milk,Dairy,litre,96,23,199,165.98,15934.08,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
193,2,13,Butter,Dairy,kg,45,36,226,114.25,5141.25,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
194,2,12,Milk,Dairy,litre,47,18,150,242.58,11401.26,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
195,2,19,Butter,Dairy,kg,37,37,218,164.76,6096.12,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
196,2,15,Soft Drinks,Beverages,case,37,24,179,47.71,1765.27,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
197,2,9,Cheese,Dairy,kg,189,29,206,111.07,20992.23,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
198,2,17,Onions,Vegetables,kg,86,16,134,33.62,2891.32,Active,2026-06-18 12:15:22.706413,2026-06-18 12:15:22.706413
