id,cashup_id,pdq_machine_id,cash_amount,card_amount,upi_amount,online_amount,total_amount
82,40,82,17604.97,64921.92,24604.24,11837.27,118968.4
83,41,83,18482.56,31614.49,21966.22,9999.95,82063.22
84,41,84,18482.56,31614.49,21966.22,9999.95,82063.22
85,42,85,16916.8,63831.72,23614.14,9074.86,113437.52
86,43,86,16575.68,19439.65,20972.7,11090.11,68078.14
87,43,87,16575.68,19439.65,20972.7,11090.11,68078.14
88,43,88,16575.68,19439.65,20972.7,11090.11,68078.14
89,44,89,16392.93,63354.41,21778.52,10886.65,112412.51
90,45,90,15987.33,30975.78,21940.59,11067.3,79971.0
91,45,91,15987.33,30975.78,21940.59,11067.3,79971.0
92,46,92,18378.62,19721.18,19042.3,11407.28,68549.38
93,46,93,18378.62,19721.18,19042.3,11407.28,68549.38
94,46,94,18378.62,19721.18,19042.3,11407.28,68549.38
95,47,95,16189.06,20408.7,20501.23,11431.22,68530.21
96,47,96,16189.06,20408.7,20501.23,11431.22,68530.21
97,47,97,16189.06,20408.7,20501.23,11431.22,68530.21
98,48,98,14421.4,19138.94,23610.34,11230.05,68400.73
99,48,99,14421.4,19138.94,23610.34,11230.05,68400.73
100,48,100,14421.4,19138.94,23610.34,11230.05,68400.73
101,49,101,16386.5,29566.46,20401.33,10243.51,76597.8
102,49,102,16386.5,29566.46,20401.33,10243.51,76597.8
103,50,103,17402.36,63307.09,21412.77,11561.73,113683.95
104,51,104,15301.31,19226.78,19884.75,9031.61,63444.45
105,51,105,15301.31,19226.78,19884.75,9031.61,63444.45
106,51,106,15301.31,19226.78,19884.75,9031.61,63444.45
107,52,107,17796.71,18885.97,22147.4,9876.52,68706.6
108,52,108,17796.71,18885.97,22147.4,9876.52,68706.6
109,52,109,17796.71,18885.97,22147.4,9876.52,68706.6
110,53,110,16889.91,64338.4,22737.52,12432.41,116398.24
111,54,111,17952.4,31717.1,23421.87,10168.12,83259.49
112,54,112,17952.4,31717.1,23421.87,10168.12,83259.49
113,55,113,15182.22,19556.69,25674.65,12304.88,72718.44
114,55,114,15182.22,19556.69,25674.65,12304.88,72718.44
115,55,115,15182.22,19556.69,25674.65,12304.88,72718.44
116,56,116,15978.17,29131.15,23081.03,11792.12,79982.47
117,56,117,15978.17,29131.15,23081.03,11792.12,79982.47
118,57,118,14897.37,31858.63,20569.35,11977.61,79302.96
119,57,119,14897.37,31858.63,20569.35,11977.61,79302.96
120,58,120,16340.96,62590.15,22276.16,11176.86,112384.13
121,59,121,17597.23,20947.88,25393.4,10507.0,74445.51
122,59,122,17597.23,20947.88,25393.4,10507.0,74445.51
123,59,123,17597.23,20947.88,25393.4,10507.0,74445.51
124,60,124,16924.41,64335.1,23101.6,12313.25,116674.36
125,61,125,18835.75,61638.58,23285.7,12265.6,116025.63
126,62,126,17623.89,20918.34,22563.22,12657.56,73763.01
127,62,127,17623.89,20918.34,22563.22,12657.56,73763.01
128,62,128,17623.89,20918.34,22563.22,12657.56,73763.01
129,63,129,16800.89,32831.0,22059.6,11315.75,83007.24
130,63,130,16800.89,32831.0,22059.6,11315.75,83007.24
131,64,131,15281.03,30242.07,23372.15,10040.41,78935.66
132,64,132,15281.03,30242.07,23372.15,10040.41,78935.66
133,65,1,19243.13,21037.74,22259.15,11546.48,74086.5
134,65,2,19243.13,21037.74,22259.15,11546.48,74086.5
135,65,3,19243.13,21037.74,22259.15,11546.48,74086.5
136,66,4,17159.78,59975.27,19466.13,11583.39,108184.57
137,67,5,17524.92,64148.04,21967.22,11634.25,115274.43
138,68,6,18799.89,20691.95,21470.89,12322.86,73285.59
139,68,7,18799.89,20691.95,21470.89,12322.86,73285.59
140,68,8,18799.89,20691.95,21470.89,12322.86,73285.59
141,69,9,17724.3,33478.62,22346.04,11067.79,84616.75
142,69,10,17724.3,33478.62,22346.04,11067.79,84616.75
143,70,11,16451.69,65076.75,26335.18,12052.16,119915.78
144,71,12,16036.36,60924.08,20225.87,12493.74,109680.05
145,72,13,17234.53,21222.4,22454.02,11505.62,72416.57
146,72,14,17234.53,21222.4,22454.02,11505.62,72416.57
147,72,15,17234.53,21222.4,22454.02,11505.62,72416.57
148,73,16,19260.4,21231.63,26863.42,11130.91,78486.36
149,73,17,19260.4,21231.63,26863.42,11130.91,78486.36
150,73,18,19260.4,21231.63,26863.42,11130.91,78486.36
151,74,19,16664.21,28999.19,24492.69,11582.61,81738.7
152,74,20,16664.21,28999.19,24492.69,11582.61,81738.7
153,75,21,17130.47,61218.31,22687.42,10751.37,111787.57
154,76,22,15814.91,19393.89,21594.43,13195.73,69998.96
155,76,23,15814.91,19393.89,21594.43,13195.73,69998.96
156,76,24,15814.91,19393.89,21594.43,13195.73,69998.96
157,77,25,17496.9,58966.94,19683.6,11537.03,107684.47
158,78,26,16933.39,29019.96,21206.25,13218.92,80378.52
159,78,27,16933.39,29019.96,21206.25,13218.92,80378.52
160,79,28,18864.11,31897.54,22782.31,11784.99,85328.95
161,79,29,18864.11,31897.54,22782.31,11784.99,85328.95
162,80,30,15962.87,29378.78,22099.86,10394.64,77836.15
163,80,31,15962.87,29378.78,22099.86,10394.64,77836.15
164,81,32,17174.76,61056.43,22580.42,13328.73,114140.34
165,82,33,20947.91,20110.68,25202.7,11660.2,77921.49
166,82,34,20947.91,20110.68,25202.7,11660.2,77921.49
167,82,35,20947.91,20110.68,25202.7,11660.2,77921.49
168,83,36,17714.37,21260.57,20276.74,11317.0,70568.68
169,83,37,17714.37,21260.57,20276.74,11317.0,70568.68
170,83,38,17714.37,21260.57,20276.74,11317.0,70568.68
171,84,39,19275.86,21509.04,21499.91,11266.45,73551.26
172,84,40,19275.86,21509.04,21499.91,11266.45,73551.26
173,84,41,19275.86,21509.04,21499.91,11266.45,73551.26
174,85,42,18161.57,22211.3,22670.93,11851.21,74895.01
175,85,43,18161.57,22211.3,22670.93,11851.21,74895.01
176,85,44,18161.57,22211.3,22670.93,11851.21,74895.01
177,86,45,14026.56,63434.06,19762.31,9442.77,106665.7
178,87,46,14554.85,27903.49,18401.41,10293.55,71153.3
179,87,47,14554.85,27903.49,18401.41,10293.55,71153.3
180,88,48,15515.01,21116.05,23572.71,13733.64,73937.41
181,88,49,15515.01,21116.05,23572.71,13733.64,73937.41
182,88,50,15515.01,21116.05,23572.71,13733.64,73937.41
183,89,51,15837.18,29332.25,21748.12,9775.39,76692.94
184,89,52,15837.18,29332.25,21748.12,9775.39,76692.94
185,90,53,17119.88,19557.1,21645.7,9469.68,67792.36
186,90,54,17119.88,19557.1,21645.7,9469.68,67792.36
187,90,55,17119.88,19557.1,21645.7,9469.68,67792.36
188,91,56,16393.87,19422.17,22207.01,10127.07,68150.12
189,91,57,16393.87,19422.17,22207.01,10127.07,68150.12
190,91,58,16393.87,19422.17,22207.01,10127.07,68150.12
191,92,59,16908.27,31588.49,23010.01,11110.84,82617.61
192,92,60,16908.27,31588.49,23010.01,11110.84,82617.61
193,93,61,15123.56,61624.94,22685.2,11725.26,111158.96
194,94,62,15210.09,63105.92,21498.1,9477.97,109292.08
195,95,63,16705.78,58255.28,22489.48,10839.83,108290.37
196,96,64,16717.26,31404.93,19795.04,10144.82,78062.05
197,96,65,16717.26,31404.93,19795.04,10144.82,78062.05
198,97,66,15834.01,64163.4,24008.0,10669.19,114674.6
199,98,67,16436.96,19796.11,22262.14,11251.04,69746.25
200,98,68,16436.96,19796.11,22262.14,11251.04,69746.25
201,98,69,16436.96,19796.11,22262.14,11251.04,69746.25
202,99,70,15204.35,30021.85,21065.9,10826.29,77118.39
203,99,71,15204.35,30021.85,21065.9,10826.29,77118.39
204,100,72,17637.79,31450.35,23687.49,12306.72,85082.35
205,100,73,17637.79,31450.35,23687.49,12306.72,85082.35
206,101,74,17699.8,19920.23,20797.38,11561.95,69979.36
207,101,75,17699.8,19920.23,20797.38,11561.95,69979.36
208,101,76,17699.8,19920.23,20797.38,11561.95,69979.36
209,102,77,17515.23,20412.17,22713.85,11517.22,72158.47
210,102,78,17515.23,20412.17,22713.85,11517.22,72158.47
211,102,79,17515.23,20412.17,22713.85,11517.22,72158.47
212,103,80,15838.78,30260.74,21794.24,10062.61,77956.37
213,103,81,15838.78,30260.74,21794.24,10062.61,77956.37
214,104,82,17604.97,64921.92,24604.24,11837.27,118968.4
215,105,83,18482.56,31614.49,21966.22,9999.95,82063.22
216,105,84,18482.56,31614.49,21966.22,9999.95,82063.22
217,106,85,16916.8,63831.72,23614.14,9074.86,113437.52
218,107,86,16575.68,19439.65,20972.7,11090.11,68078.14
219,107,87,16575.68,19439.65,20972.7,11090.11,68078.14
220,107,88,16575.68,19439.65,20972.7,11090.11,68078.14
221,108,89,16392.93,63354.41,21778.52,10886.65,112412.51
222,109,90,15987.33,30975.78,21940.59,11067.3,79971.0
223,109,91,15987.33,30975.78,21940.59,11067.3,79971.0
224,110,92,18378.62,19721.18,19042.3,11407.28,68549.38
225,110,93,18378.62,19721.18,19042.3,11407.28,68549.38
226,110,94,18378.62,19721.18,19042.3,11407.28,68549.38
227,111,95,16189.06,20408.7,20501.23,11431.22,68530.21
228,111,96,16189.06,20408.7,20501.23,11431.22,68530.21
229,111,97,16189.06,20408.7,20501.23,11431.22,68530.21
230,112,98,14421.4,19138.94,23610.34,11230.05,68400.73
231,112,99,14421.4,19138.94,23610.34,11230.05,68400.73
232,112,100,14421.4,19138.94,23610.34,11230.05,68400.73
233,113,101,16386.5,29566.46,20401.33,10243.51,76597.8
234,113,102,16386.5,29566.46,20401.33,10243.51,76597.8
235,114,103,17402.36,63307.09,21412.77,11561.73,113683.95
236,115,104,15301.31,19226.78,19884.75,9031.61,63444.45
237,115,105,15301.31,19226.78,19884.75,9031.61,63444.45
238,115,106,15301.31,19226.78,19884.75,9031.61,63444.45
239,116,107,17796.71,18885.97,22147.4,9876.52,68706.6
240,116,108,17796.71,18885.97,22147.4,9876.52,68706.6
241,116,109,17796.71,18885.97,22147.4,9876.52,68706.6
242,117,110,16889.91,64338.4,22737.52,12432.41,116398.24
243,118,111,17952.4,31717.1,23421.87,10168.12,83259.49
244,118,112,17952.4,31717.1,23421.87,10168.12,83259.49
245,119,113,15182.22,19556.69,25674.65,12304.88,72718.44
246,119,114,15182.22,19556.69,25674.65,12304.88,72718.44
247,119,115,15182.22,19556.69,25674.65,12304.88,72718.44
248,120,116,15978.17,29131.15,23081.03,11792.12,79982.47
249,120,117,15978.17,29131.15,23081.03,11792.12,79982.47
250,121,118,14897.37,31858.63,20569.35,11977.61,79302.96
251,121,119,14897.37,31858.63,20569.35,11977.61,79302.96
252,122,120,16340.96,62590.15,22276.16,11176.86,112384.13
253,123,121,17597.23,20947.88,25393.4,10507.0,74445.51
254,123,122,17597.23,20947.88,25393.4,10507.0,74445.51
255,123,123,17597.23,20947.88,25393.4,10507.0,74445.51
256,124,124,16924.41,64335.1,23101.6,12313.25,116674.36
257,125,125,18835.75,61638.58,23285.7,12265.6,116025.63
258,126,126,17623.89,20918.34,22563.22,12657.56,73763.01
259,126,127,17623.89,20918.34,22563.22,12657.56,73763.01
260,126,128,17623.89,20918.34,22563.22,12657.56,73763.01
261,127,129,16800.89,32831.0,22059.6,11315.75,83007.24
262,127,130,16800.89,32831.0,22059.6,11315.75,83007.24
263,128,131,15281.03,30242.07,23372.15,10040.41,78935.66
264,128,132,15281.03,30242.07,23372.15,10040.41,78935.66
265,129,1,19243.13,21037.74,22259.15,11546.48,74086.5
266,129,2,19243.13,21037.74,22259.15,11546.48,74086.5
267,129,3,19243.13,21037.74,22259.15,11546.48,74086.5
268,130,4,17159.78,59975.27,19466.13,11583.39,108184.57
269,131,5,17524.92,64148.04,21967.22,11634.25,115274.43
270,132,6,18799.89,20691.95,21470.89,12322.86,73285.59
271,132,7,18799.89,20691.95,21470.89,12322.86,73285.59
272,132,8,18799.89,20691.95,21470.89,12322.86,73285.59
273,133,9,17724.3,33478.62,22346.04,11067.79,84616.75
274,133,10,17724.3,33478.62,22346.04,11067.79,84616.75
275,134,11,16451.69,65076.75,26335.18,12052.16,119915.78
276,135,12,16036.36,60924.08,20225.87,12493.74,109680.05
277,136,13,17234.53,21222.4,22454.02,11505.62,72416.57
278,136,14,17234.53,21222.4,22454.02,11505.62,72416.57
279,136,15,17234.53,21222.4,22454.02,11505.62,72416.57
280,137,16,19260.4,21231.63,26863.42,11130.91,78486.36
281,137,17,19260.4,21231.63,26863.42,11130.91,78486.36
282,137,18,19260.4,21231.63,26863.42,11130.91,78486.36
283,138,19,16664.21,28999.19,24492.69,11582.61,81738.7
284,138,20,16664.21,28999.19,24492.69,11582.61,81738.7
285,139,21,17130.47,61218.31,22687.42,10751.37,111787.57
286,140,22,15814.91,19393.89,21594.43,13195.73,69998.96
287,140,23,15814.91,19393.89,21594.43,13195.73,69998.96
288,140,24,15814.91,19393.89,21594.43,13195.73,69998.96
289,141,25,17496.9,58966.94,19683.6,11537.03,107684.47
290,142,26,16933.39,29019.96,21206.25,13218.92,80378.52
291,142,27,16933.39,29019.96,21206.25,13218.92,80378.52
292,143,28,18864.11,31897.54,22782.31,11784.99,85328.95
293,143,29,18864.11,31897.54,22782.31,11784.99,85328.95
294,144,30,15962.87,29378.78,22099.86,10394.64,77836.15
295,144,31,15962.87,29378.78,22099.86,10394.64,77836.15
296,145,32,17174.76,61056.43,22580.42,13328.73,114140.34
297,146,33,20947.91,20110.68,25202.7,11660.2,77921.49
298,146,34,20947.91,20110.68,25202.7,11660.2,77921.49
299,146,35,20947.91,20110.68,25202.7,11660.2,77921.49
300,147,36,17714.37,21260.57,20276.74,11317.0,70568.68
301,147,37,17714.37,21260.57,20276.74,11317.0,70568.68
302,147,38,17714.37,21260.57,20276.74,11317.0,70568.68
303,148,39,19275.86,21509.04,21499.91,11266.45,73551.26
304,148,40,19275.86,21509.04,21499.91,11266.45,73551.26
305,148,41,19275.86,21509.04,21499.91,11266.45,73551.26
306,149,42,18161.57,22211.3,22670.93,11851.21,74895.01
307,149,43,18161.57,22211.3,22670.93,11851.21,74895.01
308,149,44,18161.57,22211.3,22670.93,11851.21,74895.01
309,150,45,14026.56,63434.06,19762.31,9442.77,106665.7
310,151,46,14554.85,27903.49,18401.41,10293.55,71153.3
311,151,47,14554.85,27903.49,18401.41,10293.55,71153.3
312,152,48,15515.01,21116.05,23572.71,13733.64,73937.41
313,152,49,15515.01,21116.05,23572.71,13733.64,73937.41
314,152,50,15515.01,21116.05,23572.71,13733.64,73937.41
315,153,51,15837.18,29332.25,21748.12,9775.39,76692.94
316,153,52,15837.18,29332.25,21748.12,9775.39,76692.94
317,154,53,17119.88,19557.1,21645.7,9469.68,67792.36
318,154,54,17119.88,19557.1,21645.7,9469.68,67792.36
319,154,55,17119.88,19557.1,21645.7,9469.68,67792.36
320,155,56,16393.87,19422.17,22207.01,10127.07,68150.12
321,155,57,16393.87,19422.17,22207.01,10127.07,68150.12
322,155,58,16393.87,19422.17,22207.01,10127.07,68150.12
323,156,59,16908.27,31588.49,23010.01,11110.84,82617.61
324,156,60,16908.27,31588.49,23010.01,11110.84,82617.61
325,157,61,15123.56,61624.94,22685.2,11725.26,111158.96
326,158,62,15210.09,63105.92,21498.1,9477.97,109292.08
327,159,63,16705.78,58255.28,22489.48,10839.83,108290.37
328,160,64,16717.26,31404.93,19795.04,10144.82,78062.05
329,160,65,16717.26,31404.93,19795.04,10144.82,78062.05
330,161,66,15834.01,64163.4,24008.0,10669.19,114674.6
331,162,67,16436.96,19796.11,22262.14,11251.04,69746.25
332,162,68,16436.96,19796.11,22262.14,11251.04,69746.25
333,162,69,16436.96,19796.11,22262.14,11251.04,69746.25
334,163,70,15204.35,30021.85,21065.9,10826.29,77118.39
335,163,71,15204.35,30021.85,21065.9,10826.29,77118.39
336,164,72,17637.79,31450.35,23687.49,12306.72,85082.35
337,164,73,17637.79,31450.35,23687.49,12306.72,85082.35
338,165,74,17699.8,19920.23,20797.38,11561.95,69979.36
339,165,75,17699.8,19920.23,20797.38,11561.95,69979.36
340,165,76,17699.8,19920.23,20797.38,11561.95,69979.36
341,166,77,17515.23,20412.17,22713.85,11517.22,72158.47
342,166,78,17515.23,20412.17,22713.85,11517.22,72158.47
343,166,79,17515.23,20412.17,22713.85,11517.22,72158.47
344,167,80,15838.78,30260.74,21794.24,10062.61,77956.37
345,167,81,15838.78,30260.74,21794.24,10062.61,77956.37
346,168,82,17604.97,64921.92,24604.24,11837.27,118968.4
347,169,83,18482.56,31614.49,21966.22,9999.95,82063.22
348,169,84,18482.56,31614.49,21966.22,9999.95,82063.22
349,170,85,16916.8,63831.72,23614.14,9074.86,113437.52
350,171,86,16575.68,19439.65,20972.7,11090.11,68078.14
351,171,87,16575.68,19439.65,20972.7,11090.11,68078.14
352,171,88,16575.68,19439.65,20972.7,11090.11,68078.14
353,172,89,16392.93,63354.41,21778.52,10886.65,112412.51
354,173,90,15987.33,30975.78,21940.59,11067.3,79971.0
355,173,91,15987.33,30975.78,21940.59,11067.3,79971.0
356,174,92,18378.62,19721.18,19042.3,11407.28,68549.38
357,174,93,18378.62,19721.18,19042.3,11407.28,68549.38
358,174,94,18378.62,19721.18,19042.3,11407.28,68549.38
359,175,95,16189.06,20408.7,20501.23,11431.22,68530.21
360,175,96,16189.06,20408.7,20501.23,11431.22,68530.21
361,175,97,16189.06,20408.7,20501.23,11431.22,68530.21
362,176,98,14421.4,19138.94,23610.34,11230.05,68400.73
363,176,99,14421.4,19138.94,23610.34,11230.05,68400.73
364,176,100,14421.4,19138.94,23610.34,11230.05,68400.73
365,177,101,16386.5,29566.46,20401.33,10243.51,76597.8
366,177,102,16386.5,29566.46,20401.33,10243.51,76597.8
367,178,103,17402.36,63307.09,21412.77,11561.73,113683.95
368,179,104,15301.31,19226.78,19884.75,9031.61,63444.45
369,179,105,15301.31,19226.78,19884.75,9031.61,63444.45
370,179,106,15301.31,19226.78,19884.75,9031.61,63444.45
371,180,107,17796.71,18885.97,22147.4,9876.52,68706.6
372,180,108,17796.71,18885.97,22147.4,9876.52,68706.6
373,180,109,17796.71,18885.97,22147.4,9876.52,68706.6
374,181,110,16889.91,64338.4,22737.52,12432.41,116398.24
375,182,111,17952.4,31717.1,23421.87,10168.12,83259.49
376,182,112,17952.4,31717.1,23421.87,10168.12,83259.49
377,183,113,15182.22,19556.69,25674.65,12304.88,72718.44
378,183,114,15182.22,19556.69,25674.65,12304.88,72718.44
379,183,115,15182.22,19556.69,25674.65,12304.88,72718.44
380,184,116,15978.17,29131.15,23081.03,11792.12,79982.47
381,184,117,15978.17,29131.15,23081.03,11792.12,79982.47
382,185,118,14897.37,31858.63,20569.35,11977.61,79302.96
383,185,119,14897.37,31858.63,20569.35,11977.61,79302.96
384,186,120,16340.96,62590.15,22276.16,11176.86,112384.13
385,187,121,17597.23,20947.88,25393.4,10507.0,74445.51
386,187,122,17597.23,20947.88,25393.4,10507.0,74445.51
387,187,123,17597.23,20947.88,25393.4,10507.0,74445.51
388,188,124,16924.41,64335.1,23101.6,12313.25,116674.36
389,189,125,18835.75,61638.58,23285.7,12265.6,116025.63
390,190,126,17623.89,20918.34,22563.22,12657.56,73763.01
391,190,127,17623.89,20918.34,22563.22,12657.56,73763.01
392,190,128,17623.89,20918.34,22563.22,12657.56,73763.01
393,191,129,16800.89,32831.0,22059.6,11315.75,83007.24
394,191,130,16800.89,32831.0,22059.6,11315.75,83007.24
395,192,131,15281.03,30242.07,23372.15,10040.41,78935.66
396,192,132,15281.03,30242.07,23372.15,10040.41,78935.66
397,193,1,19243.13,21037.74,22259.15,11546.48,74086.5
398,193,2,19243.13,21037.74,22259.15,11546.48,74086.5
399,193,3,19243.13,21037.74,22259.15,11546.48,74086.5
400,194,4,17159.78,59975.27,19466.13,11583.39,108184.57
401,195,5,17524.92,64148.04,21967.22,11634.25,115274.43
402,196,6,18799.89,20691.95,21470.89,12322.86,73285.59
403,196,7,18799.89,20691.95,21470.89,12322.86,73285.59
404,196,8,18799.89,20691.95,21470.89,12322.86,73285.59
405,197,9,17724.3,33478.62,22346.04,11067.79,84616.75
406,197,10,17724.3,33478.62,22346.04,11067.79,84616.75
407,198,11,16451.69,65076.75,26335.18,12052.16,119915.78
408,199,12,16036.36,60924.08,20225.87,12493.74,109680.05
409,200,13,17234.53,21222.4,22454.02,11505.62,72416.57
410,200,14,17234.53,21222.4,22454.02,11505.62,72416.57
411,200,15,17234.53,21222.4,22454.02,11505.62,72416.57
412,201,16,19260.4,21231.63,26863.42,11130.91,78486.36
413,201,17,19260.4,21231.63,26863.42,11130.91,78486.36
414,201,18,19260.4,21231.63,26863.42,11130.91,78486.36
415,202,19,16664.21,28999.19,24492.69,11582.61,81738.7
416,202,20,16664.21,28999.19,24492.69,11582.61,81738.7
417,203,21,17130.47,61218.31,22687.42,10751.37,111787.57
418,204,22,15814.91,19393.89,21594.43,13195.73,69998.96
419,204,23,15814.91,19393.89,21594.43,13195.73,69998.96
420,204,24,15814.91,19393.89,21594.43,13195.73,69998.96
421,205,25,17496.9,58966.94,19683.6,11537.03,107684.47
422,206,26,16933.39,29019.96,21206.25,13218.92,80378.52
423,206,27,16933.39,29019.96,21206.25,13218.92,80378.52
424,207,28,18864.11,31897.54,22782.31,11784.99,85328.95
425,207,29,18864.11,31897.54,22782.31,11784.99,85328.95
426,208,30,15962.87,29378.78,22099.86,10394.64,77836.15
427,208,31,15962.87,29378.78,22099.86,10394.64,77836.15
428,209,32,17174.76,61056.43,22580.42,13328.73,114140.34
429,210,33,20947.91,20110.68,25202.7,11660.2,77921.49
430,210,34,20947.91,20110.68,25202.7,11660.2,77921.49
431,210,35,20947.91,20110.68,25202.7,11660.2,77921.49
432,211,36,17714.37,21260.57,20276.74,11317.0,70568.68
433,211,37,17714.37,21260.57,20276.74,11317.0,70568.68
434,211,38,17714.37,21260.57,20276.74,11317.0,70568.68
435,212,39,19275.86,21509.04,21499.91,11266.45,73551.26
436,212,40,19275.86,21509.04,21499.91,11266.45,73551.26
437,212,41,19275.86,21509.04,21499.91,11266.45,73551.26
438,213,42,18161.57,22211.3,22670.93,11851.21,74895.01
439,213,43,18161.57,22211.3,22670.93,11851.21,74895.01
440,213,44,18161.57,22211.3,22670.93,11851.21,74895.01
441,214,45,14026.56,63434.06,19762.31,9442.77,106665.7
442,215,46,14554.85,27903.49,18401.41,10293.55,71153.3
443,215,47,14554.85,27903.49,18401.41,10293.55,71153.3
444,216,48,15515.01,21116.05,23572.71,13733.64,73937.41
445,216,49,15515.01,21116.05,23572.71,13733.64,73937.41
446,216,50,15515.01,21116.05,23572.71,13733.64,73937.41
447,217,51,15837.18,29332.25,21748.12,9775.39,76692.94
448,217,52,15837.18,29332.25,21748.12,9775.39,76692.94
