id,restaurant_id,user_id,expense_date,expense_category,amount,payment_method,description,status,created_at,updated_at
114,21,683,2025-01-01,Maintenance,2629.28,UPI,Maintenance Expense,Approved,2025-01-01,2025-01-01
115,21,678,2025-01-01,Gas,459.44,UPI,Gas Expense,Approved,2025-01-01,2025-01-01
116,21,691,2025-01-01,Cleaning,187.34,Card,Cleaning Expense,Approved,2025-01-01,2025-01-01
117,21,691,2025-01-01,Gas,230.76,Card,Gas Expense,Approved,2025-01-01,2025-01-01
118,21,705,2025-01-01,Maintenance,1051.96,Cash,Maintenance Expense,Approved,2025-01-01,2025-01-01
119,22,746,2025-01-01,Cleaning,338.67,UPI,Cleaning Expense,Approved,2025-01-01,2025-01-01
120,22,723,2025-01-01,Marketing,796.07,Cash,Marketing Expense,Approved,2025-01-01,2025-01-01
121,22,734,2025-01-01,Electricity,1790.97,Bank Transfer,Electricity Expense,Approved,2025-01-01,2025-01-01
122,22,752,2025-01-01,Water,332.24,Bank Transfer,Water Expense,Approved,2025-01-01,2025-01-01
123,22,750,2025-01-01,Rent,2867.22,UPI,Rent Expense,Approved,2025-01-01,2025-01-01
124,23,755,2025-01-01,Cleaning,246.38,Cash,Cleaning Expense,Approved,2025-01-01,2025-01-01
125,23,781,2025-01-01,Maintenance,2708.56,Card,Maintenance Expense,Approved,2025-01-01,2025-01-01
126,23,771,2025-01-01,Ingredients,699.74,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
127,23,760,2025-01-01,Rent,6159.36,Card,Rent Expense,Approved,2025-01-01,2025-01-01
128,23,777,2025-01-01,Cleaning,244.08,Bank Transfer,Cleaning Expense,Approved,2025-01-01,2025-01-01
129,24,808,2025-01-01,Cleaning,348.52,Cash,Cleaning Expense,Approved,2025-01-01,2025-01-01
130,24,819,2025-01-01,Ingredients,2782.05,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
131,24,800,2025-01-01,Cleaning,231.08,Bank Transfer,Cleaning Expense,Approved,2025-01-01,2025-01-01
132,24,813,2025-01-01,Marketing,429.12,UPI,Marketing Expense,Approved,2025-01-01,2025-01-01
133,24,803,2025-01-01,Maintenance,2064.22,Card,Maintenance Expense,Approved,2025-01-01,2025-01-01
134,24,790,2025-01-01,Miscellaneous,293.17,UPI,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
135,24,790,2025-01-01,Marketing,1700.71,Bank Transfer,Marketing Expense,Approved,2025-01-01,2025-01-01
136,25,841,2025-01-01,Gas,758.85,Bank Transfer,Gas Expense,Approved,2025-01-01,2025-01-01
137,25,829,2025-01-01,Internet,160.45,Card,Internet Expense,Approved,2025-01-01,2025-01-01
138,25,847,2025-01-01,Marketing,1051.74,Card,Marketing Expense,Approved,2025-01-01,2025-01-01
139,25,834,2025-01-01,Electricity,782.44,Bank Transfer,Electricity Expense,Approved,2025-01-01,2025-01-01
140,25,827,2025-01-01,Electricity,1691.32,Card,Electricity Expense,Approved,2025-01-01,2025-01-01
141,26,881,2025-01-01,Ingredients,1510.88,Card,Ingredients Expense,Approved,2025-01-01,2025-01-01
142,26,873,2025-01-01,Water,109.77,Card,Water Expense,Approved,2025-01-01,2025-01-01
143,26,860,2025-01-01,Internet,202.82,Cash,Internet Expense,Approved,2025-01-01,2025-01-01
144,26,861,2025-01-01,Internet,153.61,Card,Internet Expense,Approved,2025-01-01,2025-01-01
145,26,866,2025-01-01,Maintenance,1533.69,Card,Maintenance Expense,Approved,2025-01-01,2025-01-01
146,26,876,2025-01-01,Water,362.42,Cash,Water Expense,Approved,2025-01-01,2025-01-01
147,26,870,2025-01-01,Electricity,1623.31,Card,Electricity Expense,Approved,2025-01-01,2025-01-01
148,26,877,2025-01-01,Water,421.64,UPI,Water Expense,Approved,2025-01-01,2025-01-01
149,27,917,2025-01-01,Marketing,648.56,Cash,Marketing Expense,Approved,2025-01-01,2025-01-01
150,27,921,2025-01-01,Internet,83.33,UPI,Internet Expense,Approved,2025-01-01,2025-01-01
151,27,909,2025-01-01,Marketing,1978.21,Bank Transfer,Marketing Expense,Approved,2025-01-01,2025-01-01
152,28,938,2025-01-01,Miscellaneous,411.2,UPI,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
153,28,945,2025-01-01,Marketing,1002.64,Card,Marketing Expense,Approved,2025-01-01,2025-01-01
154,28,928,2025-01-01,Internet,162.52,Card,Internet Expense,Approved,2025-01-01,2025-01-01
155,28,951,2025-01-01,Ingredients,3946.16,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
156,28,927,2025-01-01,Gas,556.98,Cash,Gas Expense,Approved,2025-01-01,2025-01-01
157,28,949,2025-01-01,Ingredients,1555.22,Bank Transfer,Ingredients Expense,Approved,2025-01-01,2025-01-01
158,29,963,2025-01-01,Marketing,345.04,Card,Marketing Expense,Approved,2025-01-01,2025-01-01
159,29,972,2025-01-01,Gas,697.95,Card,Gas Expense,Approved,2025-01-01,2025-01-01
160,29,958,2025-01-01,Gas,283.5,UPI,Gas Expense,Approved,2025-01-01,2025-01-01
161,29,982,2025-01-01,Cleaning,294.18,UPI,Cleaning Expense,Approved,2025-01-01,2025-01-01
162,29,970,2025-01-01,Rent,3654.68,UPI,Rent Expense,Approved,2025-01-01,2025-01-01
163,30,994,2025-01-01,Miscellaneous,474.11,Cash,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
164,30,1006,2025-01-01,Miscellaneous,202.58,Cash,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
165,30,1010,2025-01-01,Cleaning,184.38,UPI,Cleaning Expense,Approved,2025-01-01,2025-01-01
166,30,1001,2025-01-01,Maintenance,1660.84,Card,Maintenance Expense,Approved,2025-01-01,2025-01-01
167,30,985,2025-01-01,Internet,104.86,UPI,Internet Expense,Approved,2025-01-01,2025-01-01
168,30,995,2025-01-01,Internet,57.26,Bank Transfer,Internet Expense,Approved,2025-01-01,2025-01-01
169,31,1031,2025-01-01,Maintenance,2200.13,UPI,Maintenance Expense,Approved,2025-01-01,2025-01-01
170,31,1026,2025-01-01,Water,492.29,Cash,Water Expense,Approved,2025-01-01,2025-01-01
171,31,1014,2025-01-01,Maintenance,1816.49,Cash,Maintenance Expense,Approved,2025-01-01,2025-01-01
172,31,1027,2025-01-01,Electricity,1392.67,Card,Electricity Expense,Approved,2025-01-01,2025-01-01
173,31,1044,2025-01-01,Internet,95.43,Bank Transfer,Internet Expense,Approved,2025-01-01,2025-01-01
174,31,1048,2025-01-01,Maintenance,1049.32,UPI,Maintenance Expense,Approved,2025-01-01,2025-01-01
175,31,1030,2025-01-01,Cleaning,201.88,UPI,Cleaning Expense,Approved,2025-01-01,2025-01-01
176,31,1016,2025-01-01,Ingredients,3884.04,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
177,32,1071,2025-01-01,Electricity,1099.52,Cash,Electricity Expense,Approved,2025-01-01,2025-01-01
178,32,1052,2025-01-01,Cleaning,150.9,Cash,Cleaning Expense,Approved,2025-01-01,2025-01-01
179,32,1066,2025-01-01,Rent,8033.87,Card,Rent Expense,Approved,2025-01-01,2025-01-01
180,32,1072,2025-01-01,Gas,1291.0,Card,Gas Expense,Approved,2025-01-01,2025-01-01
181,32,1078,2025-01-01,Gas,364.09,Cash,Gas Expense,Approved,2025-01-01,2025-01-01
182,33,1100,2025-01-01,Gas,804.54,Bank Transfer,Gas Expense,Approved,2025-01-01,2025-01-01
183,33,1106,2025-01-01,Cleaning,125.51,Cash,Cleaning Expense,Approved,2025-01-01,2025-01-01
184,33,1085,2025-01-01,Water,485.89,Cash,Water Expense,Approved,2025-01-01,2025-01-01
185,33,1108,2025-01-01,Miscellaneous,32.33,Bank Transfer,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
186,33,1099,2025-01-01,Miscellaneous,345.13,UPI,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
187,33,1091,2025-01-01,Maintenance,2830.26,Card,Maintenance Expense,Approved,2025-01-01,2025-01-01
188,33,1113,2025-01-01,Electricity,1306.57,Card,Electricity Expense,Approved,2025-01-01,2025-01-01
189,34,1135,2025-01-01,Ingredients,4326.32,Cash,Ingredients Expense,Approved,2025-01-01,2025-01-01
190,34,1127,2025-01-01,Miscellaneous,395.66,Bank Transfer,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
191,34,1125,2025-01-01,Marketing,971.08,Bank Transfer,Marketing Expense,Approved,2025-01-01,2025-01-01
192,35,1179,2025-01-01,Marketing,1365.58,Cash,Marketing Expense,Approved,2025-01-01,2025-01-01
193,35,1181,2025-01-01,Maintenance,2484.76,Cash,Maintenance Expense,Approved,2025-01-01,2025-01-01
194,35,1161,2025-01-01,Maintenance,2886.28,UPI,Maintenance Expense,Approved,2025-01-01,2025-01-01
195,36,1183,2025-01-01,Water,274.19,Bank Transfer,Water Expense,Approved,2025-01-01,2025-01-01
196,36,1207,2025-01-01,Miscellaneous,407.94,UPI,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
197,36,1201,2025-01-01,Internet,158.89,Bank Transfer,Internet Expense,Approved,2025-01-01,2025-01-01
198,36,1183,2025-01-01,Cleaning,433.27,Cash,Cleaning Expense,Approved,2025-01-01,2025-01-01
199,36,1203,2025-01-01,Ingredients,4467.34,Card,Ingredients Expense,Approved,2025-01-01,2025-01-01
200,36,1200,2025-01-01,Internet,192.46,UPI,Internet Expense,Approved,2025-01-01,2025-01-01
201,36,1192,2025-01-01,Cleaning,62.91,Bank Transfer,Cleaning Expense,Approved,2025-01-01,2025-01-01
202,36,1208,2025-01-01,Water,295.02,Bank Transfer,Water Expense,Approved,2025-01-01,2025-01-01
203,37,1246,2025-01-01,Cleaning,175.85,Bank Transfer,Cleaning Expense,Approved,2025-01-01,2025-01-01
204,37,1229,2025-01-01,Marketing,218.27,Card,Marketing Expense,Approved,2025-01-01,2025-01-01
205,37,1217,2025-01-01,Electricity,710.31,UPI,Electricity Expense,Approved,2025-01-01,2025-01-01
206,37,1212,2025-01-01,Internet,188.79,Card,Internet Expense,Approved,2025-01-01,2025-01-01
207,37,1223,2025-01-01,Internet,211.48,UPI,Internet Expense,Approved,2025-01-01,2025-01-01
208,38,1261,2025-01-01,Rent,2744.43,Card,Rent Expense,Approved,2025-01-01,2025-01-01
209,38,1259,2025-01-01,Maintenance,2106.18,Bank Transfer,Maintenance Expense,Approved,2025-01-01,2025-01-01
210,38,1260,2025-01-01,Miscellaneous,197.13,Bank Transfer,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
211,38,1259,2025-01-01,Maintenance,2990.23,Bank Transfer,Maintenance Expense,Approved,2025-01-01,2025-01-01
212,38,1265,2025-01-01,Cleaning,366.28,Bank Transfer,Cleaning Expense,Approved,2025-01-01,2025-01-01
213,38,1258,2025-01-01,Ingredients,1631.32,Cash,Ingredients Expense,Approved,2025-01-01,2025-01-01
214,39,1283,2025-01-01,Gas,610.21,Card,Gas Expense,Approved,2025-01-01,2025-01-01
215,39,1316,2025-01-01,Gas,481.3,UPI,Gas Expense,Approved,2025-01-01,2025-01-01
216,39,1314,2025-01-01,Ingredients,3760.63,Bank Transfer,Ingredients Expense,Approved,2025-01-01,2025-01-01
217,39,1312,2025-01-01,Electricity,1715.47,Bank Transfer,Electricity Expense,Approved,2025-01-01,2025-01-01
218,39,1318,2025-01-01,Gas,669.15,Bank Transfer,Gas Expense,Approved,2025-01-01,2025-01-01
219,39,1292,2025-01-01,Rent,7664.15,Card,Rent Expense,Approved,2025-01-01,2025-01-01
220,39,1308,2025-01-01,Ingredients,704.82,Cash,Ingredients Expense,Approved,2025-01-01,2025-01-01
221,39,1298,2025-01-01,Marketing,725.85,Card,Marketing Expense,Approved,2025-01-01,2025-01-01
222,40,1323,2025-01-01,Internet,75.65,Cash,Internet Expense,Approved,2025-01-01,2025-01-01
223,40,1334,2025-01-01,Miscellaneous,156.48,UPI,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
224,40,1349,2025-01-01,Internet,135.18,Cash,Internet Expense,Approved,2025-01-01,2025-01-01
225,40,1338,2025-01-01,Ingredients,4734.79,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
226,40,1344,2025-01-01,Electricity,1697.6,UPI,Electricity Expense,Approved,2025-01-01,2025-01-01
227,40,1342,2025-01-01,Internet,68.52,Cash,Internet Expense,Approved,2025-01-01,2025-01-01
228,40,1346,2025-01-01,Water,159.68,Bank Transfer,Water Expense,Approved,2025-01-01,2025-01-01
229,40,1337,2025-01-01,Electricity,1989.66,Cash,Electricity Expense,Approved,2025-01-01,2025-01-01
230,41,1373,2025-01-01,Maintenance,1858.32,Card,Maintenance Expense,Approved,2025-01-01,2025-01-01
231,41,1361,2025-01-01,Marketing,884.68,UPI,Marketing Expense,Approved,2025-01-01,2025-01-01
232,41,1370,2025-01-01,Ingredients,4370.75,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
233,41,1354,2025-01-01,Ingredients,3058.83,Cash,Ingredients Expense,Approved,2025-01-01,2025-01-01
234,41,1376,2025-01-01,Miscellaneous,480.85,Cash,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
235,41,1355,2025-01-01,Gas,1013.17,Bank Transfer,Gas Expense,Approved,2025-01-01,2025-01-01
236,41,1375,2025-01-01,Electricity,567.0,Card,Electricity Expense,Approved,2025-01-01,2025-01-01
237,42,1407,2025-01-01,Electricity,566.11,UPI,Electricity Expense,Approved,2025-01-01,2025-01-01
238,42,1414,2025-01-01,Internet,222.34,UPI,Internet Expense,Approved,2025-01-01,2025-01-01
239,42,1389,2025-01-01,Ingredients,646.88,Bank Transfer,Ingredients Expense,Approved,2025-01-01,2025-01-01
240,42,1397,2025-01-01,Ingredients,3663.44,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
241,42,1393,2025-01-01,Electricity,1468.55,Bank Transfer,Electricity Expense,Approved,2025-01-01,2025-01-01
242,42,1394,2025-01-01,Miscellaneous,337.37,Card,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
243,42,1409,2025-01-01,Maintenance,432.85,Card,Maintenance Expense,Approved,2025-01-01,2025-01-01
244,43,1430,2025-01-01,Water,463.36,Card,Water Expense,Approved,2025-01-01,2025-01-01
245,43,1422,2025-01-01,Electricity,401.38,Bank Transfer,Electricity Expense,Approved,2025-01-01,2025-01-01
246,43,1434,2025-01-01,Miscellaneous,379.5,Bank Transfer,Miscellaneous Expense,Approved,2025-01-01,2025-01-01
247,43,1429,2025-01-01,Internet,81.09,Bank Transfer,Internet Expense,Approved,2025-01-01,2025-01-01
248,43,1455,2025-01-01,Maintenance,2833.76,UPI,Maintenance Expense,Approved,2025-01-01,2025-01-01
249,43,1428,2025-01-01,Internet,70.11,Cash,Internet Expense,Approved,2025-01-01,2025-01-01
250,43,1432,2025-01-01,Maintenance,2230.15,Bank Transfer,Maintenance Expense,Approved,2025-01-01,2025-01-01
251,43,1452,2025-01-01,Rent,2730.62,Cash,Rent Expense,Approved,2025-01-01,2025-01-01
252,44,1460,2025-01-01,Ingredients,3093.11,Card,Ingredients Expense,Approved,2025-01-01,2025-01-01
253,44,1468,2025-01-01,Internet,179.74,UPI,Internet Expense,Approved,2025-01-01,2025-01-01
254,44,1460,2025-01-01,Ingredients,1316.7,UPI,Ingredients Expense,Approved,2025-01-01,2025-01-01
255,44,1480,2025-01-01,Internet,292.26,UPI,Internet Expense,Approved,2025-01-01,2025-01-01
256,44,1470,2025-01-01,Cleaning,233.76,Bank Transfer,Cleaning Expense,Approved,2025-01-01,2025-01-01
257,44,1473,2025-01-01,Electricity,1758.15,Bank Transfer,Electricity Expense,Approved,2025-01-01,2025-01-01
258,44,1464,2025-01-01,Maintenance,2111.65,Bank Transfer,Maintenance Expense,Approved,2025-01-01,2025-01-01
